8,2.5E-4,250.3
8,5.0E-4,178.5
8,7.5E-4,168.1
8,0.001,179.4
8,0.00125,168.0
8,0.0015,170.1
8,0.00175,175.0
8,0.002,159.8
8,0.00225,155.5
8,0.0025,166.6
8,0.00275,167.7
8,0.003,181.5
8,0.00325,184.1
8,0.0035,201.2
8,0.00375,170.8
8,0.004,167.1
8,0.00425,168.2
8,0.0045,186.8
8,0.00475,193.7
8,0.005,175.4
8,0.00525,162.2
8,0.0055,187.7
8,0.00575,175.6
8,0.006,154.1
8,0.00625,163.1
8,0.0065,195.2
8,0.00675,174.9
8,0.007,179.8
8,0.00725,174.7
8,0.0075,178.0
8,0.00775,181.8
8,0.008,181.7
8,0.00825,174.4
8,0.0085,159.4
8,0.00875,172.7
8,0.009,185.5
8,0.00925,175.2
8,0.0095,174.4
8,0.00975,164.8
8,0.01,174.3
8,0.01025,180.7
8,0.0105,178.6
8,0.01075,171.1
8,0.011,168.5
8,0.01125,166.8
8,0.0115,172.6
8,0.01175,161.7
8,0.012,158.1
8,0.01225,185.7
8,0.0125,170.8
8,0.01275,170.1
8,0.013,170.0
8,0.01325,164.7
8,0.0135,161.0
8,0.01375,158.6
8,0.014,162.2
8,0.01425,156.3
8,0.0145,153.9
8,0.01475,157.5
8,0.015,157.0
8,0.01525,161.9
8,0.0155,157.0
8,0.01575,161.1
8,0.016,168.8
8,0.01625,166.0
8,0.0165,153.9
8,0.01675,159.9
8,0.017,166.6
8,0.01725,159.8
8,0.0175,158.5
8,0.01775,157.4
8,0.018,159.0
8,0.01825,158.3
8,0.0185,157.5
8,0.01875,161.5
8,0.019,159.0
8,0.01925,156.8
8,0.0195,159.9
8,0.01975,158.3
8,0.02,156.5
8,0.02025,161.1
8,0.0205,165.5
8,0.02075,161.7
8,0.021,162.5
8,0.02125,160.0
8,0.0215,161.8
8,0.02175,163.3
8,0.022,172.5
8,0.02225,161.9
8,0.0225,161.0
8,0.02275,155.1
8,0.023,154.1
8,0.02325,159.6
8,0.0235,160.7
8,0.02375,160.1
8,0.024,168.7
8,0.02425,174.5
8,0.0245,167.6
8,0.02475,164.2
8,0.025,166.9
8,0.02525,167.6
8,0.0255,161.7
8,0.02575,158.4
8,0.026,160.9
8,0.02625,160.2
8,0.0265,161.8
8,0.02675,156.2
8,0.027,159.8
8,0.02725,155.8
8,0.0275,157.7
8,0.02775,164.2
8,0.028,160.7
8,0.02825,161.3
8,0.0285,164.4
8,0.02875,164.0
8,0.029,156.1
8,0.02925,156.3
8,0.0295,153.8
8,0.02975,153.1
8,0.03,152.4
8,0.03025,160.7
8,0.0305,162.4
8,0.03075,159.3
8,0.031,154.7
8,0.03125,156.1
8,0.0315,160.5
8,0.03175,154.7
8,0.032,156.7
8,0.03225,154.7
8,0.0325,156.8
8,0.03275,160.4
8,0.033,158.7
8,0.03325,160.5
8,0.0335,154.2
8,0.03375,158.2
8,0.034,160.0
8,0.03425,160.8
8,0.0345,158.6
8,0.03475,160.8
8,0.035,155.7
8,0.03525,152.2
8,0.0355,153.0
8,0.03575,160.5
8,0.036,160.8
8,0.03625,157.6
8,0.0365,158.4
8,0.03675,152.6
8,0.037,153.8
8,0.03725,156.6
8,0.0375,165.0
8,0.03775,158.5
8,0.038,157.7
8,0.03825,156.7
8,0.0385,154.1
8,0.03875,157.2
8,0.039,160.8
8,0.03925,154.9
8,0.0395,152.6
8,0.03975,155.8
8,0.04,154.1
8,0.04025,154.5
8,0.0405,158.7
8,0.04075,156.8
8,0.041,157.6
8,0.04125,160.3
8,0.0415,165.5
8,0.04175,162.7
8,0.042,152.3
8,0.04225,156.0
8,0.0425,153.7
8,0.04275,160.0
8,0.043,161.4
8,0.04325,161.4
8,0.0435,156.1
8,0.04375,153.9
8,0.044,154.2
8,0.04425,159.1
8,0.0445,160.2
8,0.04475,156.6
8,0.045,169.4
8,0.04525,154.7
8,0.0455,156.7
8,0.04575,159.3
8,0.046,160.8
8,0.04625,157.4
8,0.0465,157.8
8,0.04675,157.9
8,0.047,160.8
8,0.04725,155.9
8,0.0475,157.1
8,0.04775,156.3
8,0.048,162.2
8,0.04825,157.9
8,0.0485,157.9
8,0.04875,154.7
8,0.049,154.5
8,0.04925,157.9
8,0.0495,160.3
8,0.04975,160.6
8,0.05,158.7
8,0.05025,154.9
8,0.0505,157.6
8,0.05075,154.2
8,0.051,157.6
8,0.05125,154.2
8,0.0515,154.5
8,0.05175,155.0
8,0.052,153.9
8,0.05225,155.4
8,0.0525,154.9
8,0.05275,156.7
8,0.053,152.7
8,0.05325,158.5
8,0.0535,156.7
8,0.05375,160.7
8,0.054,159.6
8,0.05425,157.6
8,0.0545,161.5
8,0.05475,155.9
8,0.055,157.4
8,0.05525,157.4
8,0.0555,159.7
8,0.05575,160.2
8,0.056,152.5
8,0.05625,155.9
8,0.0565,156.2
8,0.05675,161.0
8,0.057,159.2
8,0.05725,157.3
8,0.0575,155.5
8,0.05775,160.4
8,0.058,161.8
8,0.05825,159.6
8,0.0585,161.1
8,0.05875,157.8
8,0.059,157.8
8,0.05925,154.8
8,0.0595,162.2
8,0.05975,158.5
8,0.06,160.6
